,Crop,Soil_Classification,Objectid,Nitrous,Carbon_dioxide,Methane,Air_Temp_DEGC,Soil_Temp_DEGC,Soil_Moisture,Fert_Ammend_Class
43,0,6,46524,1.33270427,481.9546421,0.26325257,0.0,0.0,0.0,1
44,0,6,46525,1.30594083,470.55997460000003,0.18938522,0.0,0.0,0.0,1
45,0,6,46526,1.27917739,459.16530710000006,0.11551786,0.0,0.0,0.0,1
46,0,6,46527,1.25241395,447.77063949999996,0.04165051,0.0,0.0,0.0,1
47,0,6,46528,1.22565051,436.375972,-0.03221685,3.05,-1.3,14.3,1
48,0,6,46529,1.2019772,457.23707060000004,-0.01761774,0.0,0.0,0.0,1
49,0,6,46530,1.1783039,478.09816910000006,-0.00301863,0.0,0.0,0.0,1
50,0,6,46531,1.15463059,498.9592677,0.01158048,0.0,0.0,0.0,1
51,0,6,46532,1.13095729,519.8203662,0.02617959,0.0,0.0,0.0,1
52,0,6,46533,1.10728399,540.6814648,0.0407787,0.0,0.0,0.0,1
53,0,6,46534,1.08361068,561.5425634,0.05537781,0.0,0.0,0.0,1
54,0,6,46535,1.05993738,582.4036619,0.06997692,0.0,0.0,0.0,1
55,0,6,46536,1.03626407,603.2647605000001,0.08457602,0.0,0.0,0.0,1
56,0,6,46537,1.01259077,624.1258591,0.09917513,0.0,0.0,0.0,1
57,0,6,46538,0.98891746,644.9869576,0.11377424,0.0,0.0,0.0,1
58,0,6,46539,0.96524416,665.8480562000001,0.12837335,7.75,3.2,16.8,1
59,0,6,46540,0.9115711,708.3638105,0.07791617,0.0,0.0,0.0,1
60,0,6,46541,0.85789805,750.8795647000001,0.02745899,0.0,0.0,0.0,1
61,0,6,46542,0.80422499,793.3953190000001,-0.0229982,0.0,0.0,0.0,1
62,0,6,46543,0.75055194,835.9110732999999,-0.07345538,0.0,0.0,0.0,1
63,0,6,46544,0.69687888,878.4268275000001,-0.12391256,0.0,0.0,0.0,1
64,0,6,46545,0.64320583,920.9425818,-0.17436974,0.0,0.0,0.0,1
65,0,6,46546,0.58953278,963.4583361,-0.22482693,0.0,0.0,0.0,1
66,0,6,46547,0.53585972,1005.97409,-0.27528411,0.0,0.0,0.0,1
67,0,6,46548,0.48218667,1048.4898449999998,-0.32574129,0.0,0.0,0.0,1
68,0,6,46549,0.42851361,1091.005599,-0.37619847,0.0,0.0,0.0,1
69,0,6,46550,0.37484056,1133.5213529999999,-0.42665566,0.0,0.0,0.0,1
70,0,6,46551,0.3211675,1176.037107,-0.47711284,0.0,0.0,0.0,1
71,0,6,46552,0.26749445,1218.552862,-0.52757002,0.0,0.0,0.0,1
72,0,6,46553,0.21382139,1261.068616,-0.57802721,12.65,7.3,16.5,1
73,0,6,46554,0.24327225,1235.119406,-0.57208878,0.0,0.0,0.0,1
74,0,6,46555,0.27272311,1209.170196,-0.56615036,0.0,0.0,0.0,1
75,0,6,46556,0.30217397,1183.220986,-0.56021193,0.0,0.0,0.0,1
76,0,6,46557,0.33162483,1157.271776,-0.55427351,0.0,0.0,0.0,1
77,0,6,46558,0.36107568,1131.322566,-0.54833509,0.0,0.0,0.0,1
78,0,6,46559,0.39052654,1105.373357,-0.54239666,0.0,0.0,0.0,1
79,0,6,46560,0.41997740000000006,1079.4241470000002,-0.53645824,0.0,0.0,0.0,1
80,0,6,46561,0.44942826,1053.474937,-0.53051982,0.0,0.0,0.0,1
81,0,6,46562,0.47887912,1027.525727,-0.52458139,0.0,0.0,0.0,1
82,0,6,46563,0.50832998,1001.576517,-0.51864297,0.0,0.0,0.0,1
83,0,6,46564,0.53778084,975.6273071,-0.51270455,0.0,0.0,0.0,1
84,0,6,46565,0.5672316999999999,949.6780972000001,-0.50676612,0.0,0.0,0.0,1
85,0,6,46566,0.59668255,923.7288873,-0.5008277,0.0,0.0,0.0,1
86,0,6,46567,0.62613341,897.7796774,-0.49488928,0.0,0.0,0.0,1
87,0,6,46568,0.65558427,871.8304675,-0.48895085,0.0,0.0,0.0,1
88,0,6,46569,0.68503513,845.8812575999999,-0.48301243,0.0,0.0,0.0,1
89,0,6,46570,0.71448599,819.9320477000001,-0.47707401,0.0,0.0,0.0,1
90,0,6,46571,0.74393685,793.9828378999999,-0.47113558,0.0,0.0,0.0,1
91,0,6,46572,0.7733876999999999,768.033628,-0.46519716,0.0,0.0,0.0,1
92,0,6,46573,0.80283856,742.0844181,-0.45925873,0.0,0.0,0.0,1
93,0,6,46574,0.83228942,716.1352082000001,-0.45332031,0.0,0.0,0.0,1
94,0,6,46575,0.86174028,690.1859982999999,-0.44738189,0.0,0.0,0.0,1
95,0,6,46576,0.89119114,664.2367883999999,-0.44144346,0.0,0.0,0.0,1
96,0,6,46577,0.920642,638.2875785,-0.43550504,2.45,0.3,10.9,1
97,0,6,46578,0.88803705,713.4365299,-0.36086796,0.0,0.0,0.0,1
98,0,6,46579,0.85543211,788.5854813999999,-0.28623088,0.0,0.0,0.0,1
99,0,6,46580,0.82282716,863.7344327999999,-0.2115938,0.0,0.0,0.0,1
100,0,6,46581,0.79022222,938.8833842,-0.13695672,0.0,0.0,0.0,1
101,0,6,46582,0.75761727,1014.032336,-0.06231964,0.0,0.0,0.0,1
102,0,6,46583,0.72501233,1089.1812869999999,0.01231744,0.0,0.0,0.0,1
103,0,6,46584,0.69240739,1164.3302390000001,0.08695452,0.0,0.0,0.0,1
104,0,6,46585,0.65980244,1239.47919,0.16159160000000003,0.0,0.0,0.0,1
105,0,6,46586,0.6271975000000001,1314.628141,0.23622867,0.0,0.0,0.0,1
106,0,6,46587,0.59459255,1389.777093,0.31086575,0.0,0.0,0.0,1
107,0,6,46588,0.56198761,1464.926044,0.38550283,0.0,0.0,0.0,1
108,0,6,46589,0.52938266,1540.074996,0.46013991,0.0,0.0,0.0,1
109,0,6,46590,0.49677772,1615.2239470000002,0.53477699,0.0,0.0,0.0,1
110,0,6,46591,0.46417277,1690.3728989999997,0.60941407,7.4,4.0,13.4,1
111,0,6,46592,1.57566779,1612.817153,-0.34850469,0.0,0.0,0.0,2
112,0,6,46593,1.57058282,1607.369778,-0.39101527,0.0,0.0,0.0,2
113,0,6,46594,1.56549786,1601.922402,-0.43352584,0.0,0.0,0.0,2
114,0,6,46595,1.5604129,1596.475027,-0.47603642,0.0,0.0,0.0,2
115,0,6,46596,1.55532794,1591.0276509999999,-0.51854699,0.0,0.0,0.0,2
116,0,6,46597,1.55024297,1585.580276,-0.56105757,0.0,0.0,0.0,2
117,0,6,46598,1.54515801,1580.132901,-0.60356814,0.0,0.0,0.0,2
118,0,6,46599,1.54007305,1574.685525,-0.64607871,0.0,0.0,0.0,2
119,0,6,46600,1.53498809,1569.23815,-0.68858929,1.45,0.0,0.0,2
120,0,6,46601,1.69614951,1431.921642,-0.65469893,0.0,0.0,0.0,2
121,0,6,46602,1.85731094,1294.605135,-0.62080858,0.0,0.0,0.0,2
122,0,6,46603,2.01847236,1157.288628,-0.58691822,0.0,0.0,0.0,2
123,0,6,46604,2.17963379,1019.9721199999999,-0.55302787,0.0,0.0,0.0,2
124,0,6,46605,2.34079521,882.6556127999999,-0.51913751,0.0,0.0,0.0,2
125,0,6,46606,2.50195663,745.3391054,-0.48524716,0.0,0.0,0.0,2
126,0,6,46607,2.66311806,608.0225978999999,-0.4513568,7.05,0.0,0.0,2
127,0,6,46608,2.48783411,718.1092046,-0.35961806,0.0,0.0,0.0,2
128,0,6,46609,2.31255016,828.1958112000001,-0.26787932,0.0,0.0,0.0,2
129,0,6,46610,2.13726621,938.2824178,-0.17614058,0.0,0.0,0.0,2
130,0,6,46611,1.96198226,1048.369024,-0.08440184,0.0,0.0,0.0,2
131,0,6,46612,1.78669831,1158.455631,0.0073369,0.0,0.0,0.0,2
132,0,6,46613,1.61141436,1268.542238,0.09907564,0.0,0.0,0.0,2
133,0,6,46614,1.43613041,1378.6288439999998,0.19081438,0.0,0.0,0.0,2
134,0,6,46615,1.26084646,1488.715451,0.28255312,0.0,0.0,0.0,2
135,0,6,46616,1.0855625,1598.802058,0.37429186,0.0,0.0,0.0,2
136,0,6,46617,0.91027855,1708.888664,0.46603059999999996,0.0,0.0,0.0,2
137,0,6,46618,0.7349945999999999,1818.975271,0.55776934,11.9,0.0,0.0,2
138,0,6,46619,0.82901348,1808.674964,0.55886155,0.0,0.0,0.0,2
139,0,6,46620,0.92303236,1798.374657,0.55995376,0.0,0.0,0.0,2
140,0,6,46621,1.01705123,1788.0743489999998,0.56104597,0.0,0.0,0.0,2
141,0,6,46622,1.11107011,1777.7740420000002,0.56213818,0.0,0.0,0.0,2
142,0,6,46623,1.20508898,1767.4737350000003,0.56323039,0.0,0.0,0.0,2
143,0,6,46624,1.29910786,1757.173428,0.5643226,0.0,0.0,0.0,2
144,0,6,46625,1.39312674,1746.873121,0.56541481,0.0,0.0,0.0,2
145,0,6,46626,1.48714561,1736.572814,0.56650702,0.0,0.0,0.0,2
146,0,6,46627,1.58116449,1726.2725070000001,0.56759923,0.0,0.0,0.0,2
147,0,6,46628,1.67518337,1715.9722,0.56869144,0.0,0.0,0.0,2
148,0,6,46629,1.76920224,1705.671893,0.56978365,0.0,0.0,0.0,2
149,0,6,46630,1.86322112,1695.371586,0.57087585,0.0,0.0,0.0,2
150,0,6,46631,1.95723999,1685.071279,0.57196806,0.0,0.0,0.0,2
151,0,6,46632,2.05125887,1674.770972,0.57306027,14.1,0.0,0.0,2
152,0,6,46633,1.98127121,1647.633039,0.57727587,0.0,0.0,0.0,2
153,0,6,46634,1.91128355,1620.495106,0.58149146,0.0,0.0,0.0,2
154,0,6,46635,1.84129589,1593.357173,0.58570705,0.0,0.0,0.0,2
155,0,6,46636,1.77130824,1566.2192400000001,0.58992265,0.0,0.0,0.0,2
156,0,6,46637,1.70132058,1539.081308,0.59413824,0.0,0.0,0.0,2
157,0,6,46638,1.63133292,1511.943375,0.59835383,0.0,0.0,0.0,2
158,0,6,46639,1.56134526,1484.805442,0.60256942,0.0,0.0,0.0,2
159,0,6,46640,1.4913576000000002,1457.6675089999999,0.60678502,0.0,0.0,0.0,2
160,0,6,46641,1.42136994,1430.529576,0.61100061,0.0,0.0,0.0,2
161,0,6,46642,1.35138228,1403.391644,0.6152161999999999,0.0,0.0,0.0,2
162,0,6,46643,1.28139463,1376.2537109999998,0.6194318,0.0,0.0,0.0,2
163,0,6,46644,1.21140697,1349.1157779999999,0.62364739,0.0,0.0,0.0,2
164,0,6,46645,1.14141931,1321.977845,0.62786298,0.0,0.0,0.0,2
165,0,6,46646,1.07143165,1294.839913,0.63207858,0.0,0.0,0.0,2
166,0,6,46647,1.00144399,1267.70198,0.63629417,0.0,0.0,0.0,2
167,0,6,46648,0.93145633,1240.564047,0.64050976,0.0,0.0,0.0,2
168,0,6,46649,0.86146867,1213.426114,0.64472536,0.0,0.0,0.0,2
169,0,6,46650,0.79148102,1186.2881810000001,0.64894095,0.0,0.0,0.0,2
170,0,6,46651,0.72149336,1159.150249,0.65315654,0.0,0.0,0.0,2
171,0,6,46652,0.6515057,1132.012316,0.65737213,0.0,0.0,0.0,2
172,0,6,46653,0.58151804,1104.874383,0.66158773,0.0,0.0,0.0,2
173,0,6,46654,0.51153038,1077.73645,0.66580332,0.0,0.0,0.0,2
174,0,6,46655,0.44154272,1050.598517,0.67001891,0.0,0.0,0.0,2
175,0,6,46656,0.37155507,1023.4605849999999,0.67423451,3.85,0.0,0.0,2
176,0,6,46657,0.40181922,1205.024158,0.5859945,0.0,0.0,0.0,2
177,0,6,46658,0.43208338,1386.587732,0.4977545,0.0,0.0,0.0,2
178,0,6,46659,0.46234754,1568.151306,0.40951449,0.0,0.0,0.0,2
179,0,6,46660,0.49261170000000004,1749.71488,0.32127449,0.0,0.0,0.0,2
180,0,6,46661,0.52287586,1931.278454,0.23303448,0.0,0.0,0.0,2
181,0,6,46662,0.55314002,2112.842028,0.14479448,0.0,0.0,0.0,2
182,0,6,46663,0.58340418,2294.405602,0.05655447,0.0,0.0,0.0,2
183,0,6,46664,0.61366834,2475.969175,-0.03168553,0.0,0.0,0.0,2
184,0,6,46665,0.6439325,2657.532749,-0.11992553,0.0,0.0,0.0,2
185,0,6,46666,0.67419666,2839.096323,-0.20816554,0.0,0.0,0.0,2
186,0,6,46667,0.70446082,3020.659897,-0.29640554,0.0,0.0,0.0,2
187,0,6,46668,0.73472497,3202.2234710000002,-0.38464555,0.0,0.0,0.0,2
188,0,6,46669,0.76498913,3383.7870450000005,-0.47288555,0.0,0.0,0.0,2
189,0,6,46670,0.79525329,3565.350618,-0.56112556,11.85,0.0,0.0,2
190,0,6,46671,1.17610609,1205.944917,1.18131813,0.0,0.0,0.0,0
191,0,6,46672,1.15944136,1194.89738,1.21249205,0.0,0.0,0.0,0
192,0,6,46673,1.14277662,1183.849843,1.24366596,0.0,0.0,0.0,0
193,0,6,46674,1.12611188,1172.802306,1.27483987,0.0,0.0,0.0,0
194,0,6,46675,1.10944715,1161.754769,1.30601378,0.0,0.0,0.0,0
195,0,6,46676,1.09278241,1150.707232,1.3371877,0.0,0.0,0.0,0
196,0,6,46677,1.07611768,1139.6596949999998,1.36836161,0.0,0.0,0.0,0
197,0,6,46678,1.05945294,1128.612159,1.39953552,0.0,0.0,0.0,0
198,0,6,46679,1.0427882,1117.564622,1.43070943,1.45,0.0,0.0,0
199,0,6,46680,1.0932963,1046.973649,1.23726104,0.0,0.0,0.0,0
200,0,6,46681,1.14380441,976.3826759,1.04381264,0.0,0.0,0.0,0
201,0,6,46682,1.19431251,905.791703,0.85036425,0.0,0.0,0.0,0
202,0,6,46683,1.24482061,835.2007302000001,0.65691585,0.0,0.0,0.0,0
203,0,6,46684,1.29532871,764.6097573,0.46346746,0.0,0.0,0.0,0
204,0,6,46685,1.34583681,694.0187844,0.27001906,0.0,0.0,0.0,0
205,0,6,46686,1.39634491,623.4278115000001,0.07657067,7.05,0.0,0.0,0
206,0,6,46687,1.32778751,625.6144134,0.08809221,0.0,0.0,0.0,0
207,0,6,46688,1.25923012,627.8010153,0.09961375,0.0,0.0,0.0,0
208,0,6,46689,1.19067272,629.9876172,0.11113529,0.0,0.0,0.0,0
209,0,6,46690,1.12211532,632.1742191000001,0.12265683,0.0,0.0,0.0,0
210,0,6,46691,1.05355793,634.360821,0.13417837,0.0,0.0,0.0,0
211,0,6,46692,0.98500053,636.5474228999999,0.14569991,0.0,0.0,0.0,0
212,0,6,46693,0.91644313,638.7340247000001,0.15722145,0.0,0.0,0.0,0
213,0,6,46694,0.84788574,640.9206266,0.168743,0.0,0.0,0.0,0
214,0,6,46695,0.77932834,643.1072285,0.18026454,0.0,0.0,0.0,0
215,0,6,46696,0.71077095,645.2938303999999,0.19178608,0.0,0.0,0.0,0
216,0,6,46697,0.64221355,647.4804323,0.20330762,11.9,0.0,0.0,0
217,0,6,46698,0.64988847,667.2017582000001,0.24018233,0.0,0.0,0.0,0
218,0,6,46699,0.65756339,686.9230841,0.27705705,0.0,0.0,0.0,0
219,0,6,46700,0.66523831,706.64441,0.31393177,0.0,0.0,0.0,0
220,0,6,46701,0.67291323,726.3657357999999,0.35080648,0.0,0.0,0.0,0
221,0,6,46702,0.68058815,746.0870617,0.3876812,0.0,0.0,0.0,0
222,0,6,46703,0.68826307,765.8083876000001,0.42455592,0.0,0.0,0.0,0
223,0,6,46704,0.69593799,785.5297135,0.46143063,0.0,0.0,0.0,0
224,0,6,46705,0.70361291,805.2510394,0.49830535,0.0,0.0,0.0,0
225,0,6,46706,0.71128782,824.9723653,0.53518006,0.0,0.0,0.0,0
226,0,6,46707,0.71896275,844.6936912000001,0.57205478,0.0,0.0,0.0,0
227,0,6,46708,0.72663767,864.4150171,0.6089295,0.0,0.0,0.0,0
228,0,6,46709,0.73431258,884.136343,0.64580421,0.0,0.0,0.0,0
229,0,6,46710,0.7419875,903.8576688999999,0.68267893,0.0,0.0,0.0,0
230,0,6,46711,0.74966242,923.5789947000001,0.71955364,14.1,0.0,0.0,0
231,0,6,46712,0.74058183,910.8694911,0.7100566999999999,0.0,0.0,0.0,0
232,0,6,46713,0.73150123,898.1599874,0.70055976,0.0,0.0,0.0,0
233,0,6,46714,0.72242064,885.4504837000002,0.69106282,0.0,0.0,0.0,0
234,0,6,46715,0.71334004,872.74098,0.68156587,0.0,0.0,0.0,0
235,0,6,46716,0.70425945,860.0314764000001,0.67206893,0.0,0.0,0.0,0
236,0,6,46717,0.69517885,847.3219727,0.66257199,0.0,0.0,0.0,0
237,0,6,46718,0.68609826,834.612469,0.65307505,0.0,0.0,0.0,0
238,0,6,46719,0.67701766,821.9029653,0.6435781,0.0,0.0,0.0,0
239,0,6,46720,0.66793707,809.1934616000001,0.63408116,0.0,0.0,0.0,0
240,0,6,46721,0.65885647,796.483958,0.62458422,0.0,0.0,0.0,0
241,0,6,46722,0.64977588,783.7744543,0.61508728,0.0,0.0,0.0,0
242,0,6,46723,0.64069528,771.0649506,0.60559033,0.0,0.0,0.0,0
243,0,6,46724,0.63161469,758.3554469,0.59609339,0.0,0.0,0.0,0
244,0,6,46725,0.62253409,745.6459432,0.58659645,0.0,0.0,0.0,0
245,0,6,46726,0.6134535,732.9364396000001,0.57709951,0.0,0.0,0.0,0
246,0,6,46727,0.6043729,720.2269359000001,0.56760256,0.0,0.0,0.0,0
247,0,6,46728,0.59529231,707.5174322,0.55810562,0.0,0.0,0.0,0
248,0,6,46729,0.58621171,694.8079285,0.54860868,0.0,0.0,0.0,0
249,0,6,46730,0.57713112,682.0984248999999,0.53911173,0.0,0.0,0.0,0
250,0,6,46731,0.56805052,669.3889212,0.52961479,0.0,0.0,0.0,0
251,0,6,46732,0.55896993,656.6794175,0.52011785,0.0,0.0,0.0,0
252,0,6,46733,0.54988933,643.9699138,0.51062091,0.0,0.0,0.0,0
253,0,6,46734,0.54080874,631.2604101,0.50112396,0.0,0.0,0.0,0
254,0,6,46735,0.53172814,618.5509065,0.49162702,3.85,0.0,0.0,0
255,0,6,46736,0.56689848,758.4327896000001,0.46306864,0.0,0.0,0.0,0
256,0,6,46737,0.60206881,898.3146728,0.43451026,0.0,0.0,0.0,0
257,0,6,46738,0.63723914,1038.196556,0.40595188,0.0,0.0,0.0,0
258,0,6,46739,0.67240947,1178.0784390000001,0.37739349,0.0,0.0,0.0,0
259,0,6,46740,0.7075798000000001,1317.9603220000001,0.34883511,0.0,0.0,0.0,0
260,0,6,46741,0.74275013,1457.842206,0.32027673,0.0,0.0,0.0,0
261,0,6,46742,0.77792046,1597.724089,0.29171835,0.0,0.0,0.0,0
262,0,6,46743,0.81309079,1737.6059719999998,0.26315996,0.0,0.0,0.0,0
263,0,6,46744,0.84826112,1877.487855,0.23460158,0.0,0.0,0.0,0
264,0,6,46745,0.88343145,2017.3697379999999,0.20604320000000004,0.0,0.0,0.0,0
265,0,6,46746,0.91860178,2157.251621,0.17748482,0.0,0.0,0.0,0
266,0,6,46747,0.95377211,2297.1335050000002,0.14892644,0.0,0.0,0.0,0
267,0,6,46748,0.98894244,2437.015388,0.12036806,0.0,0.0,0.0,0
268,0,6,46749,1.02411277,2576.8972710000003,0.09180967,11.85,0.0,0.0,0
269,0,6,46750,1.04028901,601.1828259,0.19963689999999998,0.0,0.0,0.0,3
270,0,6,46751,1.05822483,579.9943591,0.30087636,0.0,0.0,0.0,3
271,0,6,46752,1.07616064,558.8058922,0.40211583,0.0,0.0,0.0,3
272,0,6,46753,1.09409646,537.6174254,0.50335529,0.0,0.0,0.0,3
273,0,6,46754,1.11203227,516.4289585,0.60459475,0.0,0.0,0.0,3
274,0,6,46755,1.12996809,495.24049169999995,0.70583421,0.0,0.0,0.0,3
275,0,6,46756,1.1479039,474.05202479999997,0.80707367,0.0,0.0,0.0,3
276,0,6,46757,1.16583972,452.863558,0.90831314,0.0,0.0,0.0,3
277,0,6,46758,1.18377553,431.67509110000003,1.0095526,1.45,0.0,0.0,3
278,0,6,46759,1.26194798,559.5300926,0.79619644,0.0,0.0,0.0,3
279,0,6,46760,1.34012043,687.3850940000001,0.58284028,0.0,0.0,0.0,3
280,0,6,46761,1.41829288,815.2400955,0.36948412,0.0,0.0,0.0,3
281,0,6,46762,1.49646532,943.0950969,0.15612797,0.0,0.0,0.0,3
282,0,6,46763,1.57463777,1070.950098,-0.05722819,0.0,0.0,0.0,3
283,0,6,46764,1.65281022,1198.8051,-0.27058435,0.0,0.0,0.0,3
284,0,6,46765,1.73098267,1326.660101,-0.48394051,7.05,0.0,0.0,3
285,0,6,46766,1.63869754,1267.9578210000002,-0.45880312,0.0,0.0,0.0,3
286,0,6,46767,1.54641241,1209.255541,-0.43366574,0.0,0.0,0.0,3
287,0,6,46768,1.45412728,1150.553261,-0.40852835,0.0,0.0,0.0,3
288,0,6,46769,1.36184215,1091.850981,-0.38339096,0.0,0.0,0.0,3
289,0,6,46770,1.26955702,1033.148701,-0.35825357,0.0,0.0,0.0,3
290,0,6,46771,1.17727189,974.4464206,-0.33311619,0.0,0.0,0.0,3
291,0,6,46772,1.08498676,915.7441405,-0.3079788,0.0,0.0,0.0,3
292,0,6,46773,0.99270163,857.0418604,-0.28284141,0.0,0.0,0.0,3
293,0,6,46774,0.9004165000000001,798.3395803,-0.25770403,0.0,0.0,0.0,3
294,0,6,46775,0.80813137,739.6373002,-0.23256664,0.0,0.0,0.0,3
295,0,6,46776,0.71584625,680.9350201000001,-0.20742925,11.9,0.0,0.0,3
296,0,6,46777,0.6821899,654.638849,-0.16225674,0.0,0.0,0.0,3
297,0,6,46778,0.64853356,628.3426778,-0.11708423,0.0,0.0,0.0,3
298,0,6,46779,0.61487721,602.0465066,-0.07191172,0.0,0.0,0.0,3
299,0,6,46780,0.58122087,575.7503353999999,-0.0267392,0.0,0.0,0.0,3
300,0,6,46781,0.54756452,549.4541642999999,0.01843331,0.0,0.0,0.0,3
301,0,6,46782,0.51390818,523.1579931,0.06360582,0.0,0.0,0.0,3
302,0,6,46783,0.48025183,496.86182189999994,0.10877833,0.0,0.0,0.0,3
303,0,6,46784,0.44659549,470.5656508,0.15395084,0.0,0.0,0.0,3
304,0,6,46785,0.41293914,444.2694796,0.19912335,0.0,0.0,0.0,3
305,0,6,46786,0.3792828,417.9733084,0.24429587,0.0,0.0,0.0,3
306,0,6,46787,0.34562645,391.6771372,0.28946838,0.0,0.0,0.0,3
307,0,6,46788,0.31197011,365.3809661,0.33464089,0.0,0.0,0.0,3
308,0,6,46789,0.27831376,339.08479489999996,0.3798134,0.0,0.0,0.0,3
309,0,6,46790,0.24465742,312.78862369999996,0.42498591,14.1,0.0,0.0,3
310,0,6,46791,0.29755281,327.8843664,0.37887646,0.0,0.0,0.0,3
311,0,6,46792,0.3504482,342.9801091,0.33276701,0.0,0.0,0.0,3
312,0,6,46793,0.40334359,358.0758517,0.28665756,0.0,0.0,0.0,3
313,0,6,46794,0.45623898,373.17159439999995,0.24054810000000001,0.0,0.0,0.0,3
314,0,6,46795,0.50913437,388.267337,0.19443865,0.0,0.0,0.0,3
315,0,6,46796,0.56202976,403.36307969999996,0.14832920000000002,0.0,0.0,0.0,3
316,0,6,46797,0.61492516,418.4588224,0.10221975,0.0,0.0,0.0,3
317,0,6,46798,0.66782055,433.554565,0.05611029,0.0,0.0,0.0,3
318,0,6,46799,0.72071594,448.6503077,0.01000084,0.0,0.0,0.0,3
319,0,6,46800,0.77361133,463.74605039999994,-0.03610861,0.0,0.0,0.0,3
320,0,6,46801,0.82650672,478.841793,-0.08221806,0.0,0.0,0.0,3
321,0,6,46802,0.87940211,493.9375357,-0.12832752,0.0,0.0,0.0,3
322,0,6,46803,0.9322975,509.0332784,-0.17443697,0.0,0.0,0.0,3
323,0,6,46804,0.98519289,524.129021,-0.22054642,0.0,0.0,0.0,3
324,0,6,46805,1.03808828,539.2247637,-0.26665587,0.0,0.0,0.0,3
325,0,6,46806,1.09098367,554.3205062999999,-0.31276532,0.0,0.0,0.0,3
326,0,6,46807,1.14387906,569.416249,-0.35887478,0.0,0.0,0.0,3
